id,title,authors,year,venue
5390972920f70186a0dfaca2,Fast computation of database operations using graphics processors,"['Naga K. Govindaraju', 'Brandon Lloyd', 'Wei Wang', 'Ming Lin', 'Dinesh Manocha']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac99,Approximate XML query answers,"['Neoklis Polyzotis', 'Minos Garofalakis', 'Yannis Ioannidis']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac9d,A bi-level Bernoulli scheme for database sampling,"['Peter J. Haas', 'Christian König']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac9e,"Identifying similarities, periodicities and bursts for online search queries","['Michail Vlachos', 'Christopher Meek', 'Zografoula Vagena', 'Dimitrios Gunopulos']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac92,Rank-aware query optimization,"['Ihab F. Ilyas', 'Rahul Shah', 'Walid G. Aref', 'Jeffrey Scott Vitter', 'Ahmed K. Elmagarmid']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d42594,Data stream management for historical XML data,"['Sujoe Bose', 'Leonidas Fegaras']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac9b,Compressing historical information in sensor networks,"['Antonios Deligiannakis', 'Yannis Kotidis', 'Nick Roussopoulos']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacb3,A formal analysis of information disclosure in data exchange,"['Gerome Miklau', 'Dan Suciu']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d42598,iMAP: discovering complex semantic matches between database schemas,"['Robin Dhamankar', 'Yoonkyong Lee', 'AnHai Doan', 'Alon Halevy', 'Pedro Domingos']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfaca7,Extending query rewriting techniques for fine-grained access control,"['Shariq Rizvi', 'Alberto Mendelzon', 'S. Sudarshan', 'Prasan Roy']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacb5,Efficient query reformulation in peer data management systems,"['Igor Tatarinov', 'Alon Halevy']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacb4,Approximation techniques for spatial data,"['Abhinandan Das', 'Johannes Gehrke', 'Mirek Riedewald']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacc1,Indexing spatio-temporal trajectories with Chebyshev polynomials,"['Yuhan Cai', 'Raymond Ng']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacb9,TOSS: an extension of TAX with ontologies and similarity queries,"['Edward Hung', 'Yu Deng', 'V. S. Subrahmanian']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacc3,Spatially-decaying aggregation over a network: model and algorithms,"['Edith Cohen', 'Haim Kaplan']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390877920f70186a0d2e629,Buffering databse operations for enhanced instruction cache performance,"['Jingren Zhou', 'Kenneth A. Ross']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac97,Order preserving encryption for numeric data,"['Rakesh Agrawal', 'Jerry Kiernan', 'Ramakrishnan Srikant', 'Yirong Xu']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacb6,Diamond in the rough: finding Hierarchical Heavy Hitters in multi-dimensional data,"['Graham Cormode', 'Flip Korn', 'S. Muthukrishnan', 'Divesh Srivastava']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac94,Understanding Web query interfaces: best-effort parsing with hidden syntax,"['Zhen Zhang', 'Bin He', 'Kevin Chen-Chuan Chang']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d4259a,Automatic categorization of query results,"['Kaushik Chakrabarti', 'Surajit Chaudhuri', 'Seung-won Hwang']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacc6,Optimization of query streams using semantic prefetching,"['Ivan T. Bowman', 'Kenneth Salem']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac96,Cost-based labeling of groups of mass spectra,"['Lei Chen', 'Zheng Huang', 'Raghu Ramakrishnan']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac95,Toward a progress indicator for database queries,"['Gang Luo', 'Jeffrey F. Naughton', 'Curt J. Ellmann', 'Michael W. Watzke']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacc9,Query sampling in DB2 Universal Database,"['Jarek Gryz', 'Junjie Guo', 'Linqi Liu', 'Calisto Zuzarte']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfaccd,On the integration of structure indexes and inverted lists,"['Raghav Kaushik', 'Rajasekar Krishnamurthy', 'Jeffrey F. Naughton', 'Raghu Ramakrishnan']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacc8,Estimating progress of execution for SQL queries,"['Surajit Chaudhuri', 'Vivek Narasayya', 'Ravishankar Ramamurthy']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacca,When one sample is not enough: improving text database selection using shrinkage,"['Panagiotis G. Ipeirotis', 'Luis Gravano']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d4259b,Information-theoretic tools for mining database structure from large data sets,"['Periklis Andritsos', 'Renée J. Miller', 'Panayiotis Tsaparas']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacc4,Vertical and horizontal percentage aggregations,['Carlos Ordonez'],2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacd2,BLAS: an efficient XPath processing system,"['Yi Chen', 'Susan B. Davidson', 'Yifeng Zheng']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac8b,FARMER: finding interesting rule groups in microarray datasets,"['Gao Cong', 'Anthony K. H. Tung', 'Xin Xu', 'Feng Pan', 'Jiong Yang']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d42593,Efficient processing of XML twig queries with OR-predicates,"['Haifeng Jiang', 'Hongjun Lu', 'Wei Wang']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac84,Requirements and policy challenges in highly secure environments,['Dean E. Hall'],2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfac74,Load management and high availability in the Medusa distributed stream processing system,"['Magdalena Balazinska', 'Hari Balakrishnan', 'Michael Stonebraker']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dface9,StreaMon: an adaptive engine for stream query processing,"['Shivnath Babu', 'Jennifer Widom']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacea,MAIDS: mining alarming incidents from data streams,"['Y. Dora Cai', 'David Clutter', 'Greg Pape', 'Jiawei Han', 'Michael Welge', 'Loretta Auvil']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dface4,Web-CAM: monitoring the dynamic Web to respond to continual queries,"['Shaveen Garg', 'Krithi Ramamritham', 'Soumen Chakrabarti']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d4259e,PIPES: a public infrastructure for processing and exploring streams,"['Jürgen Krämer', 'Bernhard Seeger']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dface7,DataMIME™,"['Masum Serazi', 'Vasily Malakhov', 'Dongmei Ren', 'Amal Perera', 'Imad Rahal', 'Weihua Wu', 'Qiang Ding', 'Fei Pan', 'William Perrizo']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390877920f70186a0d2e62a,LexEQUAL: multilexical matching operator in SQL,"['A. Kumaran', 'Jayant R. Haritsa']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacf3,Managing healthcare data hippocratically,"['Rakesh Agrawal', 'Ameet Kini', 'Kristen LeFevre', 'Amy Wang', 'Yirong Xu', 'Diana Zhou']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacf2,ITQS: an integrated transport query system,"['B. Huang', 'Z. Huang', 'H. Li', 'D. Lin', 'H. Lu', 'Y. Song']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacf4,Security of shared data in large systems: state of the art and research directions,"['Arnon Rosenthal', 'Marianne Winslett']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacf9,Efficient development of data migration transformations,"['Paulo Carreira', 'Helena Galhardas']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dface2,FAÇADE: a fast and effective approach to the discovery of dense clusters in noisy spatial data,"['Yu Qian', 'Gang Zhang', 'Kang Zhang']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dface5,Liquid data for WebLogic: integrating enterprise data and services,['Vinayak Borkar'],2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dface3,CAMAS: a citizen awareness system for crisis mitigation,"['Sharad Mehrotra', 'Carter Butts', 'Dmitri V. Kalashnikov', 'Nalini Venkatasubramanian', 'Kemal Altintas', 'Ram Hariharan', 'Haimin Lee', 'Yiming Ma', 'Amnon Myers', 'Jehan Wickramasuriya', 'Ron Eguchi', 'Charles Huyck']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5590d6d40cf2baaad97171ed,Knocking the door to the deep Web: integrating Web query interfaces,"['Bin He', 'Zhen Zhang', 'Kevin Chen-Chuan Chang']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dface1,Declarative specification of Web applications exploiting Web services and workflows,"['Marco Brambilla', 'Stefano Ceri', 'Sara Comai', 'Marco Dario', 'Piero Fraternali', 'Ioana Manolescu']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d4259d,Yoo-Hoo!: building a presence service with XQuery and WSDL,"['Mary Fernández', 'Nicola Onose', 'Jérôme Siméon']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dface0,Efficient set joins on similarity predicates,"['Sunita Sarawagi', 'Alok Kirpal']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacc5,XML in the middle: XQuery in the WebLogic Platform,['Michael J. Carey'],2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacdd,Service-oriented BI: towards tight integration of business intelligence into operational applications,"['Marcus Dill', 'Achim Kraiss', 'Stefan Sigg', 'Thomas Zurek']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacdc,Information assurance technical challenges,['Nicholas J. Multari'],2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d4259c,dbSwitch™: towards a database utility,"['Shaul Dar', 'Gil Hecht', 'Eden Shochat']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacd9,Model-driven business UI based on maps,['Per Bendsen'],2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacd8,SoundCompass: a practical query-by-humming system; normalization of scalable and shiftable time-series data and effective subsequence generation,"['Naoko Kosugi', 'Yasushi Sakurai', 'Masashi Morimoto']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacd7,Enabling sovereign information sharing using Web Services,"['Rakesh Agrawal', 'Dmitri Asonov', 'Ramakrishnan Srikant']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacd4,"Secure, reliable, transacted: innovation in Web Services architecture",['Martin Gudgin'],2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacd6,"Highly available, fault-tolerant, parallel dataflows","['Mehul A. Shah', 'Joseph M. Hellerstein', 'Eric Brewer']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d425a3,Parallel SQL execution in Oracle 10g,"['Thierry Cruanes', 'Benoit Dageville', 'Bhaskar Ghosh']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfaccf,"Relaxed currency and consistency: how to say ""good enough"" in SQL","['Hongfei Guo', 'Per-Åke Larson', 'Raghu Ramakrishnan', 'Jonathan Goldstein']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfaccb,Building dynamic application networks with Web Services,['Matthew Mihic'],2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfad0e,Hosting the .NET Runtime in Microsoft SQL server,"['Alazel Acheson', 'Mason Bendixen', 'José A. Blakeley', 'Peter Carlin', 'Ebru Ersan', 'Jun Fang', 'Xiaowei Jiang', 'Christian Kleinerman', 'Balaji Rathakrishnan', 'Gideon Schaller', 'Beysim Sezgin', 'Ramachandran Venkatesh', 'Honggang Zhang']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacd1,Models for Web Services tansactions,['Mark Little'],2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacd3,Data densification in a relational database system,"['Abhinav Gupta', 'Sankar Subramanian', 'Srikanth Bellamkonda', 'Tolga Bozkaya', 'Nathan Folkert', 'Lei Sheng', 'Andrew Witkowski']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacd0,Query processing for SQL updates,"['César A. Galindo-Legaria', 'Stefano Stefani', 'Florian Waas']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfad10,Secure XML querying with security views,"['Wenfei Fan', 'Chee-Yong Chan', 'Minos Garofalakis']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacb8,Joining interval data in relational databases,"['Jost Enderle', 'Matthias Hampel', 'Thomas Seidl']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacc0,SINA: scalable incremental processing of continuous queries in spatio-temporal databases,"['Mohamed F. Mokbel', 'Xiaopeing Xiong', 'Walid G. Aref']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacbb,CORDS: automatic discovery of correlations and soft functional dependencies,"['Ihab F. Ilyas', 'Volker Markl', 'Peter Haas', 'Paul Brown', 'Ashraf Aboulnaga']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacbd,Robust query processing through progressive optimization,"['Volker Markl', 'Vijayshankar Raman', 'David Simmen', 'Guy Lohman', 'Hamid Pirahesh', 'Miso Cilimdzic']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacbe,Prediction and indexing of moving objects with unknown motion patterns,"['Yufei Tao', 'Christos Faloutsos', 'Dimitris Papadias', 'Bin Liu']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d42599,STRIPES: an efficient index for predicted trajectories,"['Jignesh M. Patel', 'Yun Chen', 'V. Prasad Chakka']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacbc,Canonical abstraction for outerjoin optimization,"['Jun Rao', 'Hamid Pirahesh', 'Calisto Zuzarte']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacbf,The price of validity in dynamic networks,"['Mayank Bawa', 'Aristides Gionis', 'Hector Garcia-Molina', 'Rajeev Motwani']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfad18,Static optimization of conjunctive queries with sliding windows over infinite streams,"['Ahmed M. Ayad', 'Jeffrey F. Naughton']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacaa,Adapting to source properties in processing data integration queries,"['Zachary G. Ives', 'Alon Y. Halevy', 'Daniel S. Weld']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
558fec730cf23515427187c5,Constraint-based XML query rewriting for data integration,"['Cong Yu', 'Lucian Popa']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfaca6,Clustering objects on a spatial network,"['Man Lung Yiu', 'Nikos Mamoulis']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacac,Dynamic plan migration for continuous queries over data streams,"['Yali Zhu', 'Elke A. Rundensteiner', 'George T. Heineman']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacab,Incremental evaluation of schema-directed XML publishing,"['Philip Bohannon', 'Byron Choi', 'Wenfei Fan']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacb1,Incremental and effective data summarization for dynamic hierarchical clustering,"['Samer Nassar', 'Jörg Sander', 'Corrine Cheng']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacae,Implementing a scalable XML publish/subscribe system using relational database systems,"['Feng Tian', 'Berthold Reinwald', 'Hamid Pirahesh', 'Tobias Mayr', 'Jussi Myllymaki']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d42597,Adaptive ordering of pipelined stream filters,"['Shivnath Babu', 'Rajeev Motwani', 'Kamesh Munagala', 'Itaru Nishizawa', 'Jennifer Widom']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfaca9,Incremental maintenance of XML structural indexes,"['Ke Yi', 'Hao He', 'Ioana Stanoi', 'Jun Yang']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfad06,Tools for design of composite Web services,"['Richard Hull', 'Jianwen Su']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
558d0cc10cf2a2c70f68cbcf,Indexing and mining streams,['Christos Faloutsos'],2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacfb,"Fast algorithms for time series with applications to finance, physics, music, biology, and other suspects","['Alberto Lerner', 'Dennis Shasha', 'Zhihua Wang', 'Xiaojian Zhao', 'Yunyue Zhu']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacfa,Rethinking the conference reviewing process,"['Michael J. Franklin', 'Jennifer Widom', 'Anastassia Ailamaki', 'Philip A. Bernstein', 'David DeWitt', 'Alon Halevy', 'Zachary Ives', 'Gerhard Weikum']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacf7,BODHI: a database habitat for bio-diversity information,"['Srikanta J. Bedathur', 'Abhijit Kadlag', 'Jayant R. Haritsa']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390879920f70186a0d425a0,A TeXQuery-based XML full-text search engine,"['Chavdar Botev', 'Sihem Amer-Yahia', 'Jayavel Shanmugasundaram']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacf0,ORDPATHs: insert-friendly XML node labels,"[""Patrick O'Neil"", ""Elizabeth O'Neil"", 'Shankar Pal', 'Istvan Cseri', 'Gideon Schaller', 'Nigel Westbury']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacde,"""Share your data, keep your secrets.""","['Irini Fundulaki', 'Arnaud Sahuguet']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacf1,XSeq: an indexing infrastructure for tree pattern queries,"['Xiaofeng Meng', 'Yu Jiang', 'Yan Chen', 'Haixun Wang']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacef,Support for relaxed currency and consistency constraints in MTCache,"['Hongfei Guo', 'Per-Åke Larson', 'Raghu Ramakrishnan', 'Jonathan Goldstein']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfaced,An indexing framework for peer-to-peer systems,"['Adina Crainiceanu', 'Prakash Linga', 'Ashwin Machanavajjhala', 'Johannes Gehrke', 'Jayavel Shanmugasundaram']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfacee,P2P-DIET: an extensible P2P service that unifies ad-hoc and continuous querying in super-peer networks,"['Stratos Idreos', 'Manolis Koubarakis', 'Christos Tryfonopoulos']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfaceb,Querying at Internet scale,"['Brent Chun', 'Joseph M. Hellerstein', 'Ryan Huebsch', 'Shawn R. Jeffery', 'Boon Thau Loo', 'Sam Mardanbeigi', 'Timothy Roscoe', 'Sean Rhea', 'Scott Shenker', 'Ion Stoica']",2004,SIGMOD '04 Proceedings of the 2004 ACM SIGMOD international conference on Management of data
5390972920f70186a0dfaf9e,Proceedings of the 9th ACM SIGMOD workshop on Research issues in data mining and knowledge discovery,"['Gautam Das', 'Bing Liu', 'Philip S. Yu']",2004,9th ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery 2004 (co-located with SIGMOD/PODS 2004 Conference)
5390972920f70186a0dfafb3,An associative classifier based on positive and negative rules,"['Maria-Luiza Antonie', 'Osmar R. Zaïane']",2004,Proceedings of the 9th ACM SIGMOD workshop on Research issues in data mining and knowledge discovery
